saussure1	11	독해(비문학) Day 11	미술 시간이 시작되기 전에 책상 위를 먼저 넓게 비워 두어요.그다음에는 신문지를 펴서 물감이 떨어져도 자리가 바로 더러워지지 않게 해요.물통과 붓, 휴지는 손이 닿기 쉬운 쪽에 가지런히 놓는 편이 좋아요.준비물을 먼
saussure1	12	독해(문학) Day 12	하늘은 교실 뒤 발표판 앞에서 여름 바다 그림을 붙이고 있었어요.준호가 파란 종이 상자를 옮기다가 발표판 모서리를 살짝 건드렸어요.그때 갈매기 꼬리에 붙일 하얀 조각 하나가 바닥으로 미끄러져 내려왔어요.하늘은 빈자리
saussure1	13	독해(비문학) Day 13	학교에 가기 전에는 준비물 점검표를 한 줄씩 보는 습관이 도움이 돼요.먼저 시간표를 보고 오늘 쓸 책과 공책을 책가방에 차례로 넣어요.그다음에는 필통을 열어 연필, 지우개, 자가 들어 있는지 짧게 살펴봐요.준비물을 
saussure1	14	독해(문학) Day 14	비가 그친 뒤 민서는 복도 창가에 붙일 날씨판을 정리하고 있었어요.지후가 젖은 우산을 접어 들고 들어오다가 의자 끝에 살짝 걸렸어요.그때 구름 아래에 붙일 파란 빗방울 조각 하나가 바닥으로 미끄러져 나왔어요.민서는 
saussure1	15	독해(비문학) Day 15	아침에 학교 갈 준비를 할 때는 입을 옷보다 먼저 오늘 수업에 쓸 것을 떠올리는 편이 좋아요.먼저 알림장이나 시간표를 보고 오늘 쓸 책과 공책을 책가방에 차례로 넣어요.그다음에는 필통을 열어 연필, 지우개, 자가 제
saussure1	16	독해(문학) Day 16	소리 시간에 나라는 학교 도서관 창가 자리에서 동화책을 읽고 있었어요.책장을 넘기다가 책 사이에 끼워 둔 파란 책갈피가 바닥으로 미끄러져 떨어졌어요.나라는 읽던 문장을 멈추고 의자 밑부터 천천히 살펴보았어요.하지만 
saussure1	17	독해(비문학) Day 17	횡단보도를 건널 때는 신호가 바뀌기 전에 먼저 멈추는 습관이 필요해요.발끝을 줄 밖에 내밀지 말고 신호등 그림을 보며 차분히 기다려요.초록불이 켜져도 바로 뛰지 말고 왼쪽부터 살피고 고개를 돌려 오른쪽도 확인해요.차
saussure1	18	독해(문학) Day 18	미술 시간이 끝날 무렵 지우는 파란 종이비행기에 이름을 적어 운동장 쪽으로 들고 나갔어요.지우가 가볍게 손을 뻗자 종이비행기는 바람을 타고 멀리 미끄러져 갔어요.그런데 비행기 끝이 놀이터 옆 작은 나무 가지에 살짝 
saussure1	19	독해(비문학) Day 19	친구에게 색연필을 빌릴 때는 먼저 써도 되는지 또박또박 물어봐야 해요.허락을 받으면 어떤 색을 얼마 동안 쓸지도 함께 말해 두면 더 좋아요.빌린 색연필은 책상 모서리에 두지 말고 연필통이나 작은 쟁반에 놓아요.그래야
saussure1	20	독해(문학) Day 20	체육관 앞에서 민아는 응원판을 들고 줄을 서다가 작은 초록 별 조각이 없어진 것을 알아차렸어요.아침에 집에서 붙여 온 조각이라 민아는 더 아쉽고 속상한 마음이 들었어요.민아는 응원판 뒤와 가방 주머니를 차례로 살폈지
saussure1	21	독해(비문학) Day 21	급식을 다 먹은 뒤에는 자리에서 일어나기 전에 숟가락과 국그릇부터 살펴요.남은 음식은 식판 칸마다 흩어 두지 말고 한쪽에 모아 두면 흘리기 쉬운 것을 줄일 수 있어요.줄이 되면 식판을 두 손으로 들고 앞사람과 너무 
saussure1	22	독해(문학) Day 22	아침에 다은은 발표판에 붙일 해 그림을 들고 교실로 들어왔어요.그런데 자리에 앉아 보니 해 끝에 붙여 둔 노란 삼각 조각 하나가 보이지 않았어요.다은은 책받침 밑과 가방 주머니를 차례로 살폈지만 빈자리만 더 눈에 띄
saussure1	23	독해(비문학) Day 23	청소 시간이 되면 먼저 빗자루를 들기 전에 의자를 책상 안으로 넣어요.그래야 바닥 길이 넓어져 먼지와 지우개 가루를 한쪽으로 모으기 쉬워져요.빗자루는 손잡이를 두 손으로 잡고 몸 앞에서 너무 크게 휘두르지 않게 움직
saussure1	24	독해(문학) Day 24	비가 그친 뒤 수현은 게시판에 붙일 파란 연 조각을 들고 복도로 나왔어요.그런데 바람이 한 번 세게 스치자 조각 끝에 붙인 작은 꼬리띠 하나가 바닥으로 떨어졌어요.수현은 연 그림과 가방 앞주머니를 번갈아 살폈지만 파
saussure1	25	독해(비문학) Day 25	도서관에서 책을 빌릴 때는 먼저 읽고 싶은 책 제목과 바코드 표를 함께 살펴요.책등만 보고 급히 고르기보다 찢어진 곳이나 낙서가 없는지도 가볍게 확인해요.빌릴 책을 정하면 도서관 카드를 먼저 꺼내 책과 함께 대출대에
saussure1	26	독해(문학) Day 26	점심 뒤 하람은 교실 뒤 게시판에 붙일 파란 연 그림을 들고 창가로 갔어요.그런데 연 끝에 달아 둔 긴 끈 조각 하나가 바람에 밀려 바닥으로 떨어졌어요.하람은 책상 밑과 가방 옆을 차례로 살폈지만 파란 끈은 바로 보
saussure1	27	독해(비문학) Day 27	간식 시간이 끝나자 선생님은 교실 뒤에 분류 상자 두 개를 놓았어요.한 상자에는 종이, 다른 상자에는 플라스틱이라고 크게 적혀 있었어요.준호는 손에 든 과자 상자를 이리저리 돌려 보며 어디에 넣을지 살폈어요.선생님은
saussure1	28	독해(문학) Day 28	비가 그친 뒤 지안은 마당 웅덩이에 종이배를 띄워 보았어요.종이배는 물 위를 천천히 미끄러지다가 바람이 불자 화단 쪽으로 돌아갔어요.지안은 돌을 밟지 않으려고 길 가장자리만 따라 조심히 걸었어요.그때 서후가 장미 옆
saussure1	29	독해(비문학) Day 29	봄이 오면 교실 창가 화분에 씨앗을 심을 수 있어요.먼저 작은 삽으로 흙을 살짝 고르고 돌멩이나 마른 잎을 걷어 내요.씨앗은 너무 깊지 않게 손가락 끝으로 작은 구멍을 내고 넣어요.그 위에 흙을 얇게 덮어 씨앗이 보
saussure1	30	독해(문학) Day 30	비가 그친 뒤 민아는 게시판에 붙일 종이 우산을 들고 복도를 걸었어요.그런데 우산 손잡이 아래에 달아 둔 노란 리본 조각 하나가 바람에 밀려 바닥으로 떨어졌어요.민아는 가방 옆과 창문 밑을 차례로 살폈지만 노란 리본
saussure1	31	독해(비문학) Day 31	길을 건널 때는 먼저 멈춰 서서 길 가장자리에서 주변을 살펴야 해요.횡단보도나 신호등이 있는 곳을 먼저 찾고 초록불이 켜졌는지 바로 보아요.하지만 초록불이 보여도 차가 아주 빨리 오면 곧바로 뛰어들면 안 돼요.고개를
saussure1	32	독해(문학) Day 32	아침에 비가 조금 내리자 서윤은 복도에서 우산을 펴기 전에 손잡이를 살폈어요.그런데 우산 끈에 달아 둔 파란 이름표 조각 하나가 보이지 않았어요.서윤은 가방 주머니와 신발장 앞을 차례로 찾았지만 조각은 바로 나오지 
saussure1	33	독해(비문학) Day 33	책상을 정리할 때는 먼저 위에 놓인 물건을 모두 꺼내 한눈에 보이게 모아 두어요.그다음에는 작은 상자 두 개를 준비해 한쪽에는 연필과 지우개를 넣고 다른 쪽에는 공책과 알림장을 넣어요.이렇게 나누어 넣으면 비슷한 물
saussure1	34	독해(문학) Day 34	토요일 아침 준호는 공원에서 받은 파란 바람개비를 들고 집으로 돌아가고 있었어요.그런데 손잡이 아래에 붙어 있던 노란 별 스티커 한 장이 바람에 밀려 휙 날아갔어요.준호는 벤치 밑과 가방 옆을 차례로 살폈지만 별 스
saussure1	35	독해(비문학) Day 35	학교 도서관에 들어가면 먼저 작은 목소리로 인사하고 찾을 책 이름을 떠올려요.찾는 칸에 가면 책등 글자를 차례로 보고 비슷한 제목은 다시 살펴요.책을 찾으면 안내 책상으로 가서 도서관 카드를 먼저 꺼내 놓아요.사서 
saussure1	36	독해(문학) Day 36	민서는 과학 전시판 앞에서 초록 나뭇잎 장식을 살피다가 끝이 들린 조각 하나를 보았어요.가까이 보니 어제 친구 지아가 붙여 준 잎 조각이 반쯤 떨어져 있었어요.민서는 손으로 바로 누르려다가 구겨질까 봐 손을 멈추었어
saussure1	37	독해(비문학) Day 37	학교에 가기 전에는 준비물 그림표를 펴 놓고 오늘 쓸 것을 하나씩 짚어 보아요.연필과 지우개, 공책과 물통처럼 자주 쓰는 것은 책상 위에 먼저 모아 두면 빠뜨리기 쉬운 것을 바로 알아차릴 수 있어요.색연필처럼 가끔 
saussure1	38	독해(문학) Day 38	민지는 밤에 책상 옆에서 바스락 소리가 나자 조용히 귀를 기울였어요.책장 아래를 살피니 어제 접어 두었던 작은 별 상자 한쪽이 살짝 열려 있었어요.민지는 상자를 바로 끌어내려다가 안의 종이 조각이 더 구겨질까 봐 손
saussure1	39	독해(비문학) Day 39	비 오는 날 학교에 오면 먼저 우산 끝의 물방울이 교실 안으로 떨어지지 않게 현관 앞 매트에서 가볍게 털어요.우산을 접을 때는 손잡이를 아래로 향하게 잡아 옆 사람 얼굴에 닿지 않게 조심해요.끈이 있으면 접은 우산을
saussure1	40	독해(문학) Day 40	유나는 미술 시간에 만든 종이 꽃을 창가 전시판에 붙이려다가 노란 꽃잎 조각 하나가 보이지 않는 것을 알았어요.어제까지 분명히 붙어 있던 자리라서 유나는 책상 아래와 가방 옆을 먼저 살폈어요.그때 지민이가 창틀 모서
saussure1	41	독해(비문학) Day 41	집에서 재활용을 하려면 먼저 무엇이 같은지 말고 어떤 재료인지부터 살펴보아요.종이와 종이 상자는 한쪽에 모으고, 병과 캔은 안을 비운 뒤 다른 쪽에 두어요.플라스틱 통도 물로 한 번 헹군 다음 뚜껑을 따로 살펴요.비
saussure1	42	독해(문학) Day 42	하나는 비가 그친 길가의 작은 물웅덩이에서 종이배를 살며시 띄워 보았어요.종이배는 어제 수업 시간에 만든 것이어서 젖지 않게 두 손으로 오래 감싸 왔어요.처음에는 물결을 따라 천천히 가더니 금세 바람을 받아 가장자리
saussure1	43	독해(비문학) Day 43	학교에 가는 길에 횡단보도 앞에 서면 먼저 발을 멈추고 신호등을 바라보아요.빨간불일 때는 차가 적어 보여도 줄 안에서 가만히 기다려요.초록불이 켜져도 곧바로 뛰지 않고 왼쪽과 오른쪽을 차례로 살펴요.가까운 차가 멈추
saussure1	44	독해(문학) Day 44	하나는 놀이터 모래밭에서 작은 모래집 앞에 파란 조개 조각을 꽂아 깃발처럼 세워 두었어요.조개 조각은 주워 온 것이어서 하나는 모래집 지붕보다 아끼며 바라보았어요.그런데 바람이 한 번 세게 불자 파란 조개 조각이 모
saussure1	45	독해(비문학) Day 45	도서관에 들어가면 먼저 목소리를 낮추고 안내 표지를 따라 읽을 책 자리로 가요.마음에 드는 책을 찾으면 표지와 제목을 보고 내가 읽기 알맞은지 먼저 살펴보아요.책을 뽑을 때는 옆 책이 함께 밀리지 않게 손으로 살짝 
saussure1	46	독해(문학) Day 46	유나는 운동장 한쪽에서 빨간 연을 올리려다가 꼬리 리본 하나가 풀린 것을 알았어요.리본은 바람을 따라 길게 흔들리다가 연 꼬리 끝에 반쯤만 매달려 있었어요.유나는 급히 잡아당기면 종이 꼬리까지 찢어질까 봐 손을 멈추
saussure1	47	독해(비문학) Day 47	기침이 나올 것 같으면 먼저 걸음을 멈추고 사람들과 조금 거리를 두어요.손으로 바로 입을 막으면 손에 침방울이 묻어 문손잡이나 책상에도 닿을 수 있어요.그래서 휴지가 있으면 꺼내 입과 코를 가리고, 없으면 팔꿈치 안
saussure1	48	독해(문학) Day 48	유나는 엄마와 시장에 갔다가 빨간 사과를 담은 작은 바구니를 잠시 들고 있었어요.바구니 손잡이에는 이름표가 달려 있었는데 바람이 불자 한쪽 끈이 살짝 풀렸어요.유나는 사과가 굴러 떨어질까 봐 걸음을 멈추고 바구니 바
saussure1	49	독해(비문학) Day 49	가위를 쓰기 전에 먼저 주위를 보고 친구 손이 가까이 없는지 살펴보아요.가위는 입을 닫은 채 손잡이 쪽을 상대에게 내밀어 조심히 건네요.종이를 자를 때에는 가위를 얼굴 가까이 들지 않고 책상 위에서 천천히 움직여요.
saussure1	50	독해(문학) Day 50	지우는 체육창고 앞에서 공 바구니를 옮기다가 파란 스티커가 떨어진 것을 보았어요.그 조각은 반 이름이 적힌 공에 붙어 있어 그냥 지나가면 헷갈릴 것 같았어요.지우는 바구니를 벽 쪽에 두고 바닥에 다른 물건이 없는지 
saussure1	51	독해(비문학) Day 51	급식실 앞에 도착하면 먼저 줄의 끝이 어디인지 눈으로 살펴보아요.앞사람과 너무 붙지 않고 한 걸음쯤 떨어져 서면 식판이 부딪히지 않아요.줄이 잠깐 멈추어도 옆줄을 갑자기 바꾸지 않으면 더 차분하게 기다릴 수 있어요.
saussure1	52	독해(문학) Day 52	하교하던 수아는 갑자기 비가 쏟아지자 가방을 안고 처마 밑으로 얼른 들어갔어요.가방 안에는 작은 손수건만 있고 우산은 교실 옆걸이에 두고 온 것이 떠올랐어요.수아는 젖은 운동화를 내려다보다가 비가 더 굵어지기 전에 
saussure1	53	독해(비문학) Day 53	체육 시간이 끝나면 먼저 줄넘기 줄이 바닥에 길게 끌리지 않는지 살펴보아요.손잡이는 양손에 하나씩 들고 줄은 가볍게 모아 둥글게 말아야 해요.줄을 세게 흔들며 걷으면 친구 다리나 의자 다리에 걸릴 수 있어요.그래서 
saussure1	54	독해(문학) Day 54	수업이 끝난 뒤 민지는 발표판 아래에서 분홍 종이꽃 한 장이 바닥에 있는 것을 보았어요.가까이 가서 보니 꽃 가운데의 노란 단추 조각이 살짝 들려 금방 떨어질 것 같았어요.민지는 손가락으로 바로 누르지 않고 종이꽃이
saussure1	55	독해(비문학) Day 55	물감 놀이가 끝나면 먼저 붓에 남은 색을 물통 가장자리에서 살짝 털어 내요.붓을 바로 책상에 놓으면 물감이 번져 다른 종이까지 더러워질 수 있어요.그래서 붓끝이 아래로 꺾이지 않게 손잡이를 가볍게 잡고 씻는 자리로 
saussure1	56	독해(문학) Day 56	쉬는 시간이 끝날 무렵 유나는 복도 게시판 앞에서 파란 구름 조각 하나가 들린 것을 보았어요.가까이 가니 조각 한쪽이 접혀 아래로 살짝 내려와 금방 떨어질 듯했어요.유나는 손으로 바로 누르지 않고 구름 모양이 어디에
saussure1	57	독해(비문학) Day 57	점심을 먹고 양치하러 갈 때에는 먼저 자기 컵과 칫솔이 바르게 담겨 있는지 살펴보아요.컵을 급히 흔들며 걷으면 안의 물이 튀어 바닥이 미끄러워질 수 있어요.그래서 컵은 가슴 앞에서 두 손으로 가볍게 잡고 천천히 세면
saussure1	58	독해(문학) Day 58	청소가 끝난 뒤 서연은 창가 전시판 아래에서 분홍 바람개비 하나가 기울어진 것을 보았어요.가까이 보니 가운데에 붙어 있던 초록 날개 조각 하나가 살짝 들려 금방 떨어질 듯했어요.서연은 손으로 바로 누르지 않고 날개 
saussure1	59	독해(비문학) Day 59	체육 시간이 끝나면 먼저 공에 묻은 흙이나 먼지가 없는지 손으로 가볍게 살펴보아요.공을 그대로 굴리며 가면 복도 모서리나 친구 발에 부딪힐 수 있어요.그래서 공은 두 팔로 안아 들고 보관망이 있는 자리까지 천천히 걸
saussure1	60	독해(문학) Day 60	미술 시간이 끝난 뒤 지안은 창가 전시판 아래에서 하늘색 기차 그림 한 장이 들린 것을 보았어요.가까이 가 보니 맨 앞 칸에 붙어 있던 빨간 창문 조각 하나가 옆으로 밀려 떨어질 듯했어요.지안은 손으로 바로 누르지 
saussure1	61	독해(비문학) Day 61	친구에게 가위를 빌리고 싶을 때는 먼저 이름을 부르고 눈을 또렷이 맞추어요.그리고 너무 큰 소리 대신 또렷한 목소리로 잠깐 빌려도 되는지 물어요.친구가 아직 쓰는 중이면 손을 뻗지 말고 다 쓸 때까지 기다려요.기다리
saussure1	62	독해(문학) Day 62	과학 시간이 끝난 뒤 서연은 창가 관찰판 앞에서 초록 잎 그림 한 장이 들린 것을 보았어요.가까이 가 보니 잎맥이 그려진 좁은 조각 하나가 끝에서부터 옆으로 밀려 있었어요.서연은 손으로 바로 누르지 않고 잎맥 선이 
saussure1	63	독해(비문학) Day 63	오늘 아침 지우는 학교에 가기 전에 가방을 다시 열어 보았어요.먼저 시간표를 보며 오늘 쓸 책과 공책이 맞는지 하나씩 살펴요.어제 넣어 둔 장난감이 보이면 꺼내고 빈 자리에는 필요한 준비물을 넣어요.필통은 자주 쓰는
saussure1	64	독해(문학) Day 64	쉬는 시간이 끝나기 전 민지는 게시판 앞에서 걸음을 멈추었어요.아침에 붙여 둔 여름 하늘 그림에서 파란 구름 조각 하나가 내려와 있었어요.민지는 곧바로 붙이지 않고 어느 쪽 모서리가 들렸는지 먼저 살펴보았어요.그때 
saussure1	65	독해(비문학) Day 65	오늘 미술 시간에는 공용 풀을 차례로 써야 했어요.먼저 풀을 쓰기 전에 뚜껑이 잘 열리고 입구가 막히지 않았는지 살펴요.그래야 힘을 너무 주지 않고 필요한 만큼만 바를 수 있어요.풀을 바를 종이는 책 위가 아니라 빈
saussure1	66	독해(문학) Day 66	쉬는 시간이 끝나기 전 수아는 창가 게시판 앞에서 발을 멈추었어요.봄 나무 그림 아래에 붙어 있던 노란 새 잎 조각 하나가 바닥에 떨어져 있었어요.수아는 바로 붙이지 않고 그림에서 빈자리가 어디인지 먼저 눈으로 찾았
saussure1	67	독해(비문학) Day 67	수학 시간에는 공용 자를 차례로 써야 할 때가 있어요.차례가 오면 먼저 자에 금이 간 곳이 없는지 살펴보아요.자를 꺼낼 때는 한 손으로만 들지 말고 두 손으로 가볍게 들어요.선을 긋기 전에는 책장 끝이 아니라 문제 
saussure1	68	독해(문학) Day 68	점심을 먹고 돌아온 유진은 교실 뒤 게시판 앞에서 가방을 내려놓았어요.연못 그림에 붙어 있던 파란 물고기 비늘 조각 하나가 바닥에 톡 떨어져 있었어요.유진은 바로 줍지 않고 그림 속 빈자리를 먼저 눈으로 찾아보았어요
saussure1	69	독해(비문학) Day 69	미술 시간에 공용 가위를 쓸 때는 차례와 안전을 함께 생각해야 해요.가위를 잡기 전에는 친구 팔이나 종이 상자가 가까이 없는지 먼저 살펴보아요.손잡이를 잡을 때는 끝이 아래를 보게 하고 걸어 다닐 때도 그대로 들고 
saussure1	70	독해(문학) Day 70	청소를 마치고 나온 하린은 복도 게시판 앞에서 걸음을 멈추었어요.바다 그림 구석에 붙어 있던 하늘색 물결 조각 하나가 바닥에 내려와 있었어요.하린은 바로 붙이지 않고 그림에서 빈자리가 어디인지 먼저 찾아보았어요.그때
saussure1	71	독해(비문학) Day 71	체육 시간이 가까워지면 나는 먼저 시간표와 준비물을 다시 살펴보아요.체육관으로 가기 전에는 운동화 끈이 느슨하지 않은지 한 번 더 확인해요.줄을 설 때는 앞사람과 너무 붙지 않게 한 걸음쯤 거리를 두어요.체육관 문을
saussure1	72	독해(문학) Day 72	토요일 아침 나는 엄마와 함께 버스를 타고 도서관에 가고 있었어요.버스 안은 사람이 많아서 빈자리가 하나만 남아 있었어요.나는 창가 쪽 자리에 앉아 지나가는 나무를 조용히 보고 있었어요.다음 정류장에서 흰 가방을 든
saussure1	73	독해(비문학) Day 73	겨울 아침에 교실에 오면 먼저 두꺼운 외투를 벗어 사물함 앞에 선다. 목도리와 장갑은 책상 위에 두지 않고 바구니에 함께 넣는다. 눈이 묻은 장갑은 바로 넣지 않고 펼쳐 두어 물기를 뺀다. 외투 주머니에 손난로나 휴
saussure1	74	독해(문학) Day 74	점심시간이 끝날 무렵 민아는 복도 게시판 앞에서 발을 멈췄다. 운동회 응원판의 파란 띠 조각 하나가 바람에 떨어져 바닥에 붙어 있었다. 민아는 아침에 모두가 함께 만든 줄이라 더 그냥 지나갈 수 없었다. 그때 지수가
saussure1	75	독해(비문학) Day 75	수요일이 되면 하린이는 쉬는 시간에 도서관으로 천천히 걸어간다. 문을 열고 들어갈 때는 앞사람이 놀라지 않게 소리를 낮춘다. 먼저 찾고 싶은 책이 있는 칸과 번호를 안내판에서 확인한다. 책을 꺼낼 때는 옆 책이 쓰러
saussure1	76	독해(문학) Day 76	미술 시간이 끝나갈 때 준호는 책상 밑에서 종이비행기 한 장을 보았다. 아침에 세아와 함께 접어 둔 파란 비행기 한쪽 날개가 접힌 채였다. 준호는 발로 밀지 않고 손을 뻗어 종이를 조심히 집어 올렸다. 세아가 다가와
saussure1	77	독해(비문학) Day 77	미술 시간이 끝나면 먼저 책상 위에 남은 풀과 가위를 한곳에 모은다. 가위는 날이 밖으로 보이지 않게 손잡이를 같은 쪽으로 맞춘다. 풀 뚜껑은 열려 있지 않은지 손으로 한 번 눌러 본다. 남은 색종이는 큰 것과 작은
saussure1	78	독해(문학) Day 78	?? ??? ?? ??? ?? ???? ? ??? ??? ?? ?? ???. ?? ??? ?? ? ?? ? ?? ?? ??? ???? ???. ??? ???? ?? ?? ?? ?? ?? ??? ??? ???. ???
saussure1	79	독해(비문학) Day 79	점심을 먹고 나면 수아는 양치대 앞에서 먼저 줄을 선다. 빈 컵에 물을 조금 받아 입안을 가볍게 헹군다. 칫솔에는 치약을 너무 길게 짜지 않고 알맞게 묻힌다. 앞니는 위에서 아래로 쓸어 내리듯 천천히 닦는다. 어금니
saussure1	80	독해(문학) Day 80	비가 그친 오후, 지후는 운동장 옆 화단 앞에서 바람개비를 보았다. 어제 서연과 꽂아 둔 파란 날개 끝이 비에 젖어 내려와 있었다. 지후는 바람개비를 바로 돌리지 않고 먼저 축이 흔들리는지 눈으로 살폈다. 서연은 날
saussure1	81	독해(비문학) Day 81	수업이 끝나면 나는 먼저 책상 위를 꼼꼼히 살핀다. 필요 없는 종이는 모아 한쪽에 두었다가 휴지통에 넣는다. 연필과 지우개는 필통에 차례대로 넣는다. 책은 모서리가 꺾이지 않게 반듯하게 쌓는다. 책상 서랍은 비어 있
saussure1	82	독해(문학) Day 82	미술 시간에 나는 새 도화지를 받았다. 하지만 내 색연필은 집에 두고 온 것 같았다. 나는 가방을 다시 열어 보며 마음이 조급해졌다. 그때 옆자리 민수가 내 얼굴을 힐끗 보았다. 민수는 자기 색연필을 내 쪽으로 살짝
saussure1	83	독해(비문학) Day 83	아침에 일어나면 나는 먼저 창문을 살짝 연다. 밤새 답답해진 방 안 공기를 바꿔 주려고 그렇다. 바람이 들어오면 커튼이 천천히 흔들리며 소리가 난다. 나는 이불을 반듯하게 펴서 침대 위에 끝을 맞춘다. 책상 위 물건
saussure1	84	독해(문학) Day 84	하교할 때 하늘이 갑자기 머리 위에서 어두워졌다. 잠시 뒤 빗방울이 내 손등에 톡톡 떨어지기 시작했다. 나는 가방 안쪽까지 뒤졌지만 우산이 없었다. 나는 교문 앞에서 잠깐 멈춰 서서 걱정했다. 그때 지영이가 조용히 
saussure1	85	독해(비문학) Day 85	나는 작은 화분에 흙을 담아 조심히 준비한다. 화분 바닥에 구멍이 있어 물이 밖으로 잘 빠진다. 나는 흙 위에 씨앗을 한 알씩 조심히 올려 둔다. 씨앗이 보이지 않게 흙을 손끝으로 살짝 덮는다. 그 위에 물을 작은 
saussure1	86	독해(문학) Day 86	운동회 날 아침, 우리는 운동장에 모였다. 나는 달리기에서 바통을 제대로 잡을 수 있을지 떨렸다. 앞 순서인 현우가 나를 보고 고개를 끄덕였다. 현우는 바통을 주기 전에 팔을 쭉 뻗는 연습을 했다. 나도 현우를 따라
saussure1	87	독해(비문학) Day 87	길을 건널 때는 먼저 횡단보도 앞에서 멈춘다. 나는 차가 오는지 왼쪽과 오른쪽을 차례로 본다. 빠르게 달려가는 차도 있을 수 있어 더 조심한다. 횡단보도 위에서는 장난을 치지 않는다. 친구와 함께라면 손을 잡고 나란
saussure1	88	독해(문학) Day 88	도서관에서 나는 새 그림책을 골랐다. 하지만 책갈피가 없어서 어디까지 읽었는지 걱정됐다. 나는 책장을 넘기며 지난번 자리를 찾으려 했다. 그때 옆에 있던 수아가 내 손을 보았다. 수아는 자기 책갈피를 한 장 꺼내 내
saussure1	89	독해(비문학) Day 89	집에서 나는 쓰레기를 버리기 전에 먼저 종류를 살핀다. 음식을 담았던 봉지는 물기가 있는지 확인한다. 물기가 많으면 그대로 넣지 않고 먼저 비운다. 플라스틱 병은 라벨을 떼어 따로 모아 둔다. 종이 상자는 접어서 부
saussure1	90	독해(문학) Day 90	비가 그친 뒤 운동장에 작은 물웅덩이가 생겼다. 나는 쉬는 시간에 종이를 한 장 꺼냈다. 종이배를 접고 싶어서 손끝을 꼭 맞추었다. 하지만 마지막 접기가 잘 안 돼서 마음이 급해졌다. 그때 도윤이가 내 옆에서 조용히
saussure1	91	독해(비문학) Day 91	버스를 타려면 먼저 정류장에서 조용히 기다린다. 나는 길가로 나가지 않고 뒤쪽에 안전하게 선다. 버스가 오면 줄을 서서 차례를 지킨다. 앞사람을 밀지 않고 한 걸음씩 천천히 움직인다. 카드를 꺼낼 때는 가방을 먼저 
